  0.200000003       3.48000002    
  0.400000006       39.2849998    
  0.600000024       138.145004    
  0.800000012       333.295013    
   1.00000000       645.244995    
   1.20000005       1081.25000    
   1.40000010       1671.89001    
   1.60000014       2414.45996    
   1.80000019       3239.41992    
   2.00000024       4125.07520    
   2.20000029       5058.12988    
   2.40000033       5968.40479    
   2.60000038       6829.04004    
   2.80000043       7664.85010    
   3.00000048       8495.29980    
   3.20000052       9296.70996    
   3.40000057       10016.3896    
   3.60000062       10631.3750    
   3.80000067       11143.5498    
   4.00000048       11542.9551    
